symbol,base_currency,base_currency_desc,close,24h_close_change|5,market_cap_calc
CRYPTO:MODEUSD,MODE,Mode,0.0053454,14.19284243048405,13363500.0481086
CRYPTO:MOEUSD,MOE,MOE,5.1486e-09,-0.02524320860599206,4680.0774
CRYPTO:MOEWUSD,MOEW,donotfomoew,0.00068897,-0.4565616285957826,4271613.306942928
CRYPTO:MOGUSD,MOG,MOG Coin,1.1105e-06,1.4727405781192773,433725238.1040871
CRYPTO:MOJOPUSD,MOJO,Planet Mojo,0.0024709,2.378288792210482,90254.03799829999
CRYPTO:MOLIUSD,MOLI,Mobile Liquidity,0.039608,6.836732015851779,831768
CRYPTO:MONPUSD,MON,MON Protocol,0.025099,1.942577886377513,12267722.996590555
CRYPTO:MONGUSD,MONG,MongCoin,4.6328e-09,0.66052494350774,2692565.0122772073
CRYPTO:MONIUSD,MONI,Monsta Infinite,0.0024699,-4.230027016595912,448159.09910457494
CRYPTO:MONIEUSD,MONIE,Infiblue World,0.038628,-0.9390029773265166,643070.368584
CRYPTO:MONKYUSD,MONKY,Wise Monkey,1.2969e-06,-3.609168030956991,11023650
CRYPTO:MOODENGUSD,MOODENG,Moo Deng,0.31307,35.382820601451776,309930468.6615919
CRYPTO:MOODENG2USD,MOODENG,MOO DENG,5.8807e-05,10.734878462408147,24023135.66245486
CRYPTO:MOONEDUSD,MOONED,MoonEdge,0.0026289,0.053323176537816014,490163.12083938956
CRYPTO:MOONEYUSD,MOONEY,MoonDAO,0.00031798,-5.182490458015267,492500.6033043408
CRYPTO:MOONPIGUSD,MOONPIG,Moonpig,0.0231288534995,,23127264.084687516
CRYPTO:MOOOUSD,MOOO,Hashtagger.com,0.021659,-1.1636396823948083,
CRYPTO:MOOVUSD,MOOV,Dotmoovs,0.0012683,0.6267851475721931,927355.7132202
CRYPTO:MORPHOUSD,MORPHO,Morpho,1.6172,2.9015016543649694,427782908.93768144
CRYPTO:MORRAUSD,MORRA,Morra,0.0022749,4.381939983481677,889100.7713266719
CRYPTO:MOSSUSD,MOSS,MOSS AI,0.00074896,-28.247225411404514,680597.722836056
CRYPTO:MOTUSD,MOT,Mobius Finance,0.00035158,-0.5909463624282528,4190.48272316
CRYPTO:MOTGUSD,MOTG,MetaOctagon,0.00064717,4.110228113638549,
CRYPTO:MOTHERUSD,MOTHER,Mother Iggy,0.014159,-11.113901795805594,13962800.921875289
CRYPTO:MOVEBUSD,MOVE,BlueMove,0.017059,3.4234561180668996,3710332.5000000005
CRYPTO:MOVEMUSD,MOVE,Movement,0.22551,2.2863364180729526,563775000
CRYPTO:MOVEZUSD,MOVEZ,MOVEZ,1.3244e-05,-2.6029411764705905,49237.457311196005
CRYPTO:MOVRUSD,MOVR,Moonriver,7.9771,-1.4735853950765199,77354824.1581
CRYPTO:MOXIEUSD,MOXIE,Moxie,0.00014469,2.4499044112440678,807056.7986399919
CRYPTO:MOZLUSD,MOZ,Lumoz token,0.0092529,-5.911956079707186,10178190
CRYPTO:MPAAUSD,MPAA,MPAA,6.0011e-06,-3.2158696879283952,
CRYPTO:MPCPUSD,MPC,Partisia Blockchain,0.016769,-5.8774326660346805,5248120.185288988
CRYPTO:MPHUSD,MPH,88mph,0.37188,-7.694598888006361,173027.95452
CRYPTO:MPHMUSD,MPH,Morpher,0.013794,0.4007869999271259,9677698.912992
CRYPTO:MPLXUSD,MPLX,Metaplex,0.19224,-0.6716957734835154,145297519.18704
CRYPTO:MPTMUSD,MPT,Miracle Play,0.023349,-0.32018442622950255,19912514.50533198
CRYPTO:MRCHUSD,MRCH,MerchDAO,0.0039028,-1.464350636235112,
CRYPTO:MRSMUSD,MRS,Metars Genesis,13.802,3.6653147063241667,1162615652.006
CRYPTO:MRSTUSD,MRST,Mars Token,0.00040498,2.768543659755878,144649.43009049998
CRYPTO:MSBUSD,MSB,Misbloc,0.0015501,0.006451612903229461,308500.808994
CRYPTO:MSMUSD,MSM,MusmeCoin,0.0050377,-1.8374902572096703,12594250
CRYPTO:MSNUSD,MSN,Meson Network,0.044088,-4.236791244109538,1812245.043576
CRYPTO:MSOLUSD,MSOL,Marinade Staked SOL,225.9,-0.14586924811032317,946005270.3000001
CRYPTO:MSQUSD,MSQ,MSQUARE GLOBAL,11.074,-8.038531805347947,286998556.894
CRYPTO:MSTARUSD,MSTAR,MerlinStarter,0.0071591,-3.6901014340678544,4319174.51875
CRYPTO:MSTR2USD,MSTR,MSTR2100,0.28044,-4.781485760891737,5789912.358600001
CRYPTO:MSTRUSD,MSTR,Monsterra (MSTR),0.00041798,-22.99378648088872,
CRYPTO:MSUUSD,MSU,MetaSoccer,0.00082956,-9.830434782608696,96460.4528658
CRYPTO:MSWAPMUSD,MSWAP,MoneySwap,1.8209e-05,0.14299070560415114,27313.500000000004
CRYPTO:MTAUSD,MTA,mStable Governance Token: Meta (MTA),0.031518,-0.8119335347432064,1841673.1299740446
CRYPTO:MTDUSD,MTD,Minted,0.01092,0.6451612903225703,2022468.31332
CRYPTO:MTGUSD,MTG,MTG Token,0.00018989,-1.0680420964884836,
CRYPTO:MTHUSD,MTH,Monetha,0.0014999,1.3240559346078529,528095.2673016
CRYPTO:MTLUSD,MTL,Metal DAO,0.89862,-0.40879632194094845,76065449.39795999
CRYPTO:MTMSUSD,MTMS,MTMS Network,0.00015519,2.888756377128483,36221.346000000005
CRYPTO:MTNUSD,MTN,Medicalchain,0.00022239,2.2775374988497217,
CRYPTO:MTRUSD,MTR,Meter Stable,0.40716,-0.8860759493670829,159493.12236
CRYPTO:MTRGUSD,MTRG,Meter Governance,0.093214,-1.5806478861342212,3008603.96034
CRYPTO:MTSMUSD,MTS,Metastrike,0.00087396,-0.8182303074321648,226841.61157572002
CRYPTO:MTSMEUSD,MTS,Meta Plus Token,0.0025249,0.8951048951048997,631225
CRYPTO:MTVUSD,MTV,MultiVAC,0.00042598,4.810176414142661,1528147.6282590162
CRYPTO:MTVTUSD,MTVT,Metaverser,0.0012069,-6.38380390940118,201688.96487840096
CRYPTO:MUBARAKUSD,MUBARAK,Mubarak,0.062708,26.22993737036068,62708000
CRYPTO:MUBARAKAHUSD,MUBARAKAH,Mubarakah,0.0012899,16.225972385163786,1289900
CRYPTO:MUBIUSD,MUBI,Multibit,0.0052787,-10.039071164115953,5014765
CRYPTO:MUCUSD,MUC,Multi Universe Central,0.0012892,1.655890238132784,531935.5227999999
CRYPTO:MUDOL2USD,MUDOL2,Hero Blaze: Three Kingdoms,0.0030308,-0.9089125743804258,
CRYPTO:MULTIUSD,MULTI,Multichain,0.090935,-3.5254302022109454,1322294.3431786855
CRYPTO:MUMUTHUSD,MUMU,Mumu the Bull,7.2763e-06,6.416055509200294,16613280.299307955
CRYPTO:MUNCATUSD,MUNCAT,MUNCAT,6.2005e-05,12.724066465476492,62005
CRYPTO:MUNITYUSD,MUNITY,Metahorse Unity,0.0018494,-0.26962899050906025,267611.1464376
CRYPTO:MUSEUSD,MUSE,Muse,8.922,0.3763567324170823,4537318.788000001
CRYPTO:MUSICGUSD,MUSIC,Gala Music,0.021999,14.375584901736508,3228014.2013225113
CRYPTO:MUSICBUSD,MUSIC,Music by Virtuals,0.0056437,10.371470428866715,5630093.0675185
CRYPTO:MUSKITUSD,MUSKIT,Musk It,0.0014954,-12.997440074470557,1495400
CRYPTO:MVUSD,MV,GensoKishi Metaverse,0.0055297,2.886099488609938,2481799.4359953245
CRYPTO:MVCUSD,MVC,MileVerse,0.003953,-3.1578431612729454,10914351.587367302
CRYPTO:MVLUSD,MVL,MVL,0.0037125,1.8462635795018154,98763484.7792686
CRYPTO:MVRSMUSD,MVRS,Magaverse,0.00019599,1.4085228436795665,195990
CRYPTO:MVXUSD,MVX,Metavault Trade,0.09332,-5.776063343822963,248295.68412
CRYPTO:MXUSD,MX,MX TOKEN,2.7022,-0.6982213729237148,254846735.6348
CRYPTO:MXCUSD,MXC,Moonchain,0.0011791,-1.3470548862115137,3463075.5534676993
CRYPTO:MXMMUSD,MXM,MixMob,0.0016889,-0.023525260248192067,566445.7713923999
CRYPTO:MXNAUSD,MXNA,Dark Machine,0.0067397,-2.680028302023007,
CRYPTO:MYRIAUSD,MYRIA,Myria,0.00097825,1.5519568151146996,30496846.824989997
CRYPTO:MYROUSD,MYRO,Myro,0.037255,-2.014623112934624,35176313.12782501
CRYPTO:MYSTUSD,MYST,Mysterium,0.25325,1.4135832131987738,5073516.290999999
CRYPTO:MYSTERYUSD,MYSTERY,Mystery,5.3337e-09,-6.36800337843782,2243834.253
CRYPTO:MYTHUSD,MYTH,Mythos,0.12869,-1.326483668149064,109684717.9917173
CRYPTO:MYXUSD,MYX,MYX Finance,0.098,-2.555434026051509,9022602.652
CRYPTO:N3USD,N3,Network3,0.0012254,11.18185078909612,76587.5
CRYPTO:NABOXUSD,NABOX,Nabox,2.7785e-06,27.03456474030725,579634.2544419254
CRYPTO:NACUSD,NAC,Nirvana Chain,0.10634,0.2545488828132425,
CRYPTO:NACHOUSD,NACHO,Nacho the Kat,5.9267e-05,-5.200797402012795,17009629
CRYPTO:NAFTUSD,NAFT,Nafter,0.00031228,-3.6351292970437488,311547.2289290472
CRYPTO:NAINIUSD,NAI,Nimbus AI,0.00014499,-12.302667392487743,144990
CRYPTO:NAINUSD,NAI,Nuklai,0.0032128,-12.641052831932997,12588548.3020928
CRYPTO:NAKAUSD,NAKA,Nakamoto Games,0.48053,1.7297961084880713,50822607.69555573
CRYPTO:NALSUSD,NALS,NALS (Ordinals),0.013089,-12.348489921650039,274869
CRYPTO:NAONUSD,NAO,Nettensor,0.0026939,-4.284952922366325,269390
CRYPTO:NAOSUSD,NAOS,NAOS Finance,0.0020899,-1.6934004421656712,175988.2260878
CRYPTO:NAPSUSD,NAP,SNAP,3.8818e-06,-1.7713447036793406,6378957.769724033
CRYPTO:NAPUSD,NAP,Napoli Fan Token,1.5975,-1.7406815106409148,6900500.295
CRYPTO:NATIXUSD,NATIX,NATIX Network,0.00069382,-1.7711268104143918,11193365.381078001
CRYPTO:NAVUSD,NAV,Navcoin,0.024369,-4.228728630379252,
CRYPTO:NAVIAUSD,NAVI,Atlas Navi,0.039998,1.0739645718040123,6467943.946632
CRYPTO:NAVXUSD,NAVX,NAVI Protocol,0.065752,5.499037227214377,37876271.74632184
CRYPTO:NAWSUSD,NAWS,NAWS.AI,9.4515e-05,-1.0500638623086787,182169.3546315
CRYPTO:NAYMUSD,NAYM,NAYM,0.0030438,0.6013348311636788,201274.2153108
CRYPTO:NBLUUSD,NBLU,NuriTopia,0.0020244,0.0593119810201568,3372171.710376
CRYPTO:NBOTUSD,NBOT,Naka Bodhi Token,0.0034308,-0.05535001602237282,
CRYPTO:NBPUSD,NBP,NFTBomb,3.0308e-05,-4.348923814934048,
CRYPTO:NBSUSD,NBS,New BitShares,4.2358e-05,5.271271569943806,110455.70958047999
CRYPTO:NBTUSD,NBT,NanoByte Token,0.0015419,0.49533989441438886,1455835.9852534165
CRYPTO:NCUSD,NC,Nodecoin,0.048838,-6.075817898563259,8667399.26891
CRYPTO:NCDTUSD,NCDT,Nuco.cloud,0.078215,4.56933758678926,3910750.0000000005
CRYPTO:NCNUSD,NCN,NeurochainAI,0.0013043,-0.09191880505553651,355748.4797586
CRYPTO:NCTUSD,NCT,PolySwarm,0.02388,3.7899860917941486,45025758.674159996
CRYPTO:NCTRUSD,NCTR,Apillon,0.0085816,-0.683972363350185,587839.6
CRYPTO:NDC2USD,NDC,NDC,0.058011,-0.8104642215952846,426786.985011
CRYPTO:NEARUSD,NEAR,NEAR Protocol,3.1335,-0.45521105239701976,3797346899.8605003
CRYPTO:NEATUSD,NEAT,NEAT,0.0027119,-2.3908045977011536,113899.8
CRYPTO:NEBLUSD,NEBL,Neblio,0.0033498,-0.8509129586952746,70142.86312257602
CRYPTO:NEIUSD,NEI,Neurashi,0.0028249,0.9433625156333669,776082.2430647
CRYPTO:NEIRO3USD,NEIRO,Neiro Ethereum,0.10274,-5.872652313330279,102740000
CRYPTO:NEIROUSD,NEIRO,Neiro (neiro.lol),0.0032298,-8.31464501660658,3229799.8998762
CRYPTO:NEIROFUSD,NEIRO,First Neiro On Ethereum,0.00062616,56.78725107575304,263415899.686336
CRYPTO:NEOUSD,NEO,Neo,7.1509,-2.104643360856642,504416126.5979
CRYPTO:NEONEUSD,NEON,Neon EVM,0.13167,5.759036144578321,31530425.94009
CRYPTO:NEOSUSD,NEOS,Neos.ai,0.0027999,-17.66452978886079,279990
CRYPTO:NEOTECHUSD,NEOTECH,NEOT,0.0015659,3.135085292761646,391475
CRYPTO:NEOXUSD,NEOX,Neoxa,0.00026899,-4.967320261437921,2082411.1570541859
CRYPTO:NERDUSD,NERD,Nerd AI,0.00026009,3.3949513019280335,3442.6326065556
CRYPTO:NEROXUSD,NEROX,NEROX AI,0.079996,-3.0539531727180282,139986.280336
CRYPTO:NESSLUSD,NESS,Ness LAB,0.029839,0.01005496715377239,
CRYPTO:NESTUSD,NEST,NEST Protocol,0.00021599,-4.106730598472744,628907.57532852
CRYPTO:NETTUSD,NETT,Netswap,0.064897,0.06938876210446784,385173.040168
CRYPTO:NETVRUSD,NETVR,NetVRk,0.046258,0.2463586463240611,4625800
CRYPTO:NETZUSD,NETZ,MainnetZ,0.00040698,-0.51586911663555,58343.72407164
CRYPTO:NEURNUSD,NEUR,neur.sh,0.0028599,-12.019319510244273,2601928.0114392713
CRYPTO:NEUROWUSD,NEURO,NeuroWeb,0.020709,-4.364089775561088,11364063.273693
CRYPTO:NEUROSUSD,NEUROS,Shockwaves,0.0036598,-3.3558079319096623,224245.6005524
CRYPTO:NEVERUSD,NEVER,neversol,8.7436e-07,-6.102590540018049,62954.09236268298
CRYPTO:NEWMUSD,NEWM,NEWM,0.00084796,-2.998272647196761,313446.42807768
CRYPTO:NEXAUSD,NEXA,Nexa,1.5364e-06,1.5264653406462725,9002720.168
CRYPTO:NEXMUSD,NEXM,Nexum,0.0043148,-11.170677468032721,2084811.5025835999
CRYPTO:NEXOUSD,NEXO,Nexo,1.2948,1.904611994333386,836629633.0813018
CRYPTO:NFEUSD,NFE,Edu3Labs,0.0017499,-12.522495500899813,182645.888821137
CRYPTO:NFMUSD,NFM,NFMart,3.1158e-06,3.3558827430693716,31158
CRYPTO:NFPRUSD,NFP,NFPrompt,0.101325,-0.2531271545355987,44769361.04241915
CRYPTO:NFTUSD,NFT,APENFT,4.372e-07,-1.1840202458423745,437195628
CRYPTO:NFTBUSD,NFTB,NFTb,0.00072886,-5.961153771697747,503326.772256583
CRYPTO:NFTDUSD,NFTD,NFTrade,0.0026409,-2.3163737280295984,86466.1690575
CRYPTO:NFTFIUSD,NFTFI,NFTfi,0.0012793,0.6453136066734771,270678.3289122
CRYPTO:NFTLUSD,NFTL,NFTLaunch,0.0010618,1.9001919385796489,
CRYPTO:NGCUSD,NGC,NAGA,0.0091065,1.8233779216969035,709489.837329
CRYPTO:NGLUSD,NGL,Gold Fever,0.021559,12.087969221170829,881399.744614
CRYPTO:NHTUSD,NHT,Neighbourhoods,0.00043328,0.5686697769421889,3454460.57868672
CRYPTO:NIBIUSD,NIBI,Nibiru Chain,0.015989,0.35147178811272517,10617978.383074466
CRYPTO:NIGELLAUSD,NIGELLA,Nigella coin,0.31478,-7.4883912302357025,14870397.01234
CRYPTO:NIGHTMUSD,NIGHT,Midnight Evergreen,0.00060327,1.1677656415160775,1809810.0000000002
CRYPTO:NIKOUSD,NIKO,NikolAI,0.00095815,-12.080198201504862,958150
CRYPTO:NILUSD,NIL,Nillion,0.50381,-6.980228235337636,98318521.5
CRYPTO:NIMUSD,NIM,Nimiq,0.00096555,0.3606768667886238,12627756.044299185
CRYPTO:NIZAUSD,NIZA,Niza Global,0.00012501,0.44190904708338924,961326.8942495399
CRYPTO:NKNUSD,NKN,NKN,0.040038,-2.1023743598539553,31535766.837506086
CRYPTO:NLCNUSD,NLC,Nelore Coin,0.00022699,-17.56310150717269,226215.42567490463
CRYPTO:NLINKUSD,NLINK,Neuralink,6.7707e-13,-0.33020177373873627,284369.39999999997
CRYPTO:NLKUSD,NLK,NuLink,0.0051127,-5.3904515173945144,5112700
CRYPTO:NLSUSD,NLS,Nolus,0.0070356,-1.2205381204283277,3377716.5393972
CRYPTO:NMDUSD,NMD,Nexusmind,8.4189,1.5793918918918972,86272677.75
CRYPTO:NMKRUSD,NMKR,NMKR,0.00079096,-2.248038064635737,1988100.39874424
CRYPTO:NMRUSD,NMR,Numeraire,9.5365,0.40516506529998914,76875438.62141739
CRYPTO:NMTNUSD,NMT,NetMind Token,1.0739,-4.472303725437896,35922178.3712
CRYPTO:NOBODYUSD,NOBODY,Nobody Sausage,0.0096535,-8.701409249976361,9104144.954696001
CRYPTO:NODLUSD,NODL,Nodle,0.00035688,-2.08247592394435,1796200.1798462495
CRYPTO:NOMUSD,NOM,Onomy Protocol,0.0032508,-26.081222429396522,437658.43258750153
CRYPTO:NOMOXUSD,NOMOX,NOMOEX Token,0.0045428,-0.8856202654652159,567850
CRYPTO:NOOBBUSD,NOOB,Blast Royale,0.00047618,-8.45333076997021,71273.43718798
CRYPTO:NOOTUSD,NOOT,NOOT (Ordinals),0.00021729,-0.023005429281310948,217290
CRYPTO:NORDUSD,NORD,Nord Finance,0.016889,-7.484931506849311,153767.29187517523
CRYPTO:NOSUSD,NOS,Nosana,0.90969,-8.223365617433412,43844933.87385
CRYPTO:NOTUSD,NOT,Notcoin,0.003123,3.3046357615893944,319973078.3773079
CRYPTO:NOTAIUSD,NOTAI,NOTAI,1.5049e-05,-3.051567630206652,889140.427859971
CRYPTO:NPCNUSD,NPC,Non-Playable Coin,0.017929,2.7332110932844476,132875724.12565546
CRYPTO:NPCSUSD,NPCS,Non-Playable Coin Solana,0.0064062,-6.0913407984991546,6212186.7787926
CRYPTO:NPTUSD,NPT,Neopin,0.097205,-0.15715195464163229,21097189.7838855
CRYPTO:NRGUSD,NRG,Energi,0.033078,-0.32543843789548904,3216859.0967298397
CRYPTO:NRNUSD,NRN,Neuron,0.053987,9.047088607594935,5290726
CRYPTO:NRVNUSD,NRV,Nerve Finance,0.0014249,-2.2248163153196403,65884.1998979
CRYPTO:NSSUSD,NS,Sui Name Service,0.23511,-1.1150852093414743,42745939.33385867
CRYPTO:NSDXUSD,NSDX,NASDEX,0.0095315,-0.938298800889459,
CRYPTO:NSTUSD,NST,Ninja Squad Token,3.6478,5.974888571678266,29182400
CRYPTO:NSTRUSD,NSTR,Nostra,0.024809,1.0755754736198833,2480900
CRYPTO:NSUREUSD,NSURE,Nsure.Network,0.0015189,0.23757671748167825,8610.589419599999
CRYPTO:NTRNNUSD,NTRN,Neutron,0.16095,1.0104813908240762,93835660.290559
CRYPTO:NTXUSD,NTX,NuNet,0.019739,-3.9670950155763225,9950127.202435
CRYPTO:NUBUSD,NUB,nubcat,0.0076386,-13.541725633158604,7256671.9325658
CRYPTO:NULSUSD,NULS,NULS,0.069137,8.175303542370772,7778661.350331024
CRYPTO:NUMUSD,NUM,Numbers Protocol,0.024074,-4.106751643098973,18706522.083886
CRYPTO:NUMINUSD,NUMI,NUMINE,0.068077,0.8057707404499915,6977892.5
CRYPTO:NUTSTUSD,NUTS,Thetanuts Finance,0.0016719,-0.6418256373685175,1764510.7190781
CRYPTO:NUUMUSD,NUUM,MNet,0.0041458,-0.21661692500241472,549037.034838888
CRYPTO:NUXUSD,NUX,Peanut,0.0054877,-4.745621495894882,274385
CRYPTO:NVGUSD,NVG,NightVerse Game,0.00061847,-1.3319083774644227,
CRYPTO:NVG8USD,NVG8,Navigate,0.0072476,-7.351192379003897,
CRYPTO:NVIRUSD,NVIR,NvirWorld,0.00042448,3.2848313786558827,446770.26065055997
CRYPTO:NWCUSD,NWC,Newscrypto,0.036178,0.6706180259899411,5441201.361548216
CRYPTO:NWSUSD,NWS,Nodewaves,0.0013959,-0.6684206783758885,507747.8947167
CRYPTO:NXDUSD,NXD,Nexus Dubai,1.9779e-05,7.76984689151639,24441.903225579
CRYPTO:NXQUSD,NXQ,NexQloud,131.95,1.5703179124008866,2770949999.9999995
CRYPTO:NXRAUSD,NXRA,Nexera,0.019779,-3.685027152831654,20071214.78610323
CRYPTO:NYAUSD,NYA,Nya,1.1009e-07,-3.25210535746282,3878927.889908348
CRYPTO:NYANHUSD,NYAN,Nyan Heroes,0.012499,-10.098539883478391,1262971.0667309999
CRYPTO:NYMUSD,NYM,NYM,0.045323,0.14362101727871882,36770951.36806609
CRYPTO:NYZOUSD,NYZO,Nyzo,0.0053867,-15.545138126744213,538670
CRYPTO:NZEROUSD,NZERO,NetZero,0.00068567,-2.0793167959099224,
CRYPTO:O4DXUSD,O4DX,OrangeDX,0.012413,8.119881512458607,949594.5
CRYPTO:OASUSD,OAS,Oasys,0.015618,-2.7097738740422437,64808866.73008119
CRYPTO:OAXUSD,OAX,OAX,0.016899,2.1519675995889633,1619131.145154
CRYPTO:OBIUSD,OBI,Orbofi AI,0.0015249,-3.0763363630585316,1706638.80192
CRYPTO:OBICOINUSD,OBICOIN,Obi Real Estate,0.021185,2.3479395139861845,2754050
CRYPTO:OBOLUSD,OBOL,Obol,0.23266,-25.86239877574444,22968160.301
CRYPTO:OBOTUSD,OBOT,Obortech,0.0068497,-3.4118029175433864,1575431
CRYPTO:OBSRUSD,OBSR,Observer,0.0019206,-1.1833710640049402,11921319.5208426
CRYPTO:OBTORUSD,OBT,Orbiter Finance,0.011738,-4.986239274728835,36387800
CRYPTO:OBTUSD,OBT,Oobit,0.015769,-5.929726182664212,15768999.999999998
CRYPTO:OCBOUSD,OCB,OneCoinBuy,9.4695e-06,0.08137986429643349,50283.045
CRYPTO:OCCUSD,OCC,Occam.Fi,0.0050007,-9.407608695652165,124975.79171165702
CRYPTO:OCEANUSD,OCEAN,Ocean Protocol,0.362,-0.13698630136986314,227766484.28834012
CRYPTO:OCHUSD,OCH,Orchai,0.065897,1.674072702585945,225323.45721599998
CRYPTO:OCNUSD,OCN,Odyssey,1.5889e-05,-1.083234763120206,
CRYPTO:OCTUSD,OCT,Octopus Network,0.10635,-1.3633834168057866,10635000
CRYPTO:OCTAUSD,OCTA,OctaSpace,0.55882,-2.8665299169071385,20422169.66412
CRYPTO:ODDZUSD,ODDZ,Oddz,0.0024064,4.054227980608347,238233.5711232
CRYPTO:ODINCUSD,ODIN,ODIN Coin,6.2497e-06,0.4765792937961379,131243.69999999998
CRYPTO:ODOSUSD,ODOS,Odos,0.008492,-0.24606183333724654,14153313.246130079
CRYPTO:OFFUSD,OFF,BlastOff,0.015795,-12.391882900864942,11530.35
CRYPTO:OFNUSD,OFN,Openfabric AI,0.045988,-1.5646739014105515,7546542.7457150845
CRYPTO:OFTUSD,OFT,ONFA,0.23039,-0.4536812996889022,27790637.144929256
CRYPTO:OGUSD,OG,OG Fan Token,5.2804,-7.399028428122971,22705720
CRYPTO:OGCUSD,OGC,OGCommunity,0.00015686,-3.784579525240739,141174
CRYPTO:OGGYIUSD,OGGY,Oggy Inu (ETH),2.0499e-07,-6.4540793379508825,41258.79290546703
CRYPTO:OGGYUSD,OGGY,Oggy Inu (BSC),1.6511e-12,-11.282354204704108,178525.52700566253
CRYPTO:OGNUSD,OGN,Origin Protocol,0.071725,0.2166650358545527,49683443.224075
CRYPTO:OGPUUSD,OGPU,OpenGPU,0.40738,0.7418764528413875,8000578.5212864345
CRYPTO:OGYUSD,OGY,ORIGYN,0.0036628,-8.149857064045333,28674745.796949998
CRYPTO:OHMUSD,OHM,Olympus v2,21.35,0.02341591345477921,367289348.19245166
CRYPTO:OHOUSD,OHO,OHO,0.0011379,0.7690947666195138,27450581.693077803
CRYPTO:OIKUSD,OIK,Space Nation,0.029499,-3.366550842457211,2485290.75
CRYPTO:OILXUSD,OILX,OilX Token,64.867,1.1145404663923235,8054989.459000001
CRYPTO:OKBUSD,OKB,OKB,54.184,-1.685994809531591,3251040000
CRYPTO:OKTUSD,OKT,OKT Chain,6.2807,-0.2936880873761671,
CRYPTO:OLUSD,OL,Open Loot,0.061032,-1.983457801333012,29182194.64690166
CRYPTO:OLANDUSD,OLAND,Oceanland,7.7326e-05,2.8353326063249717,4484.907999999999
CRYPTO:OLASUSD,OLAS,Autonolas,0.31798,-2.5328214020312174,55901809.06584284
CRYPTO:OLEUSD,OLE,OpenLeverage,0.0068547,-2.9670314114632714,1293005.9887431
CRYPTO:OLTUSD,OLT,OneLedger,0.00031738,-8.966386795426544,160891.60063186
CRYPTO:OLYUSD,OLY,Olyverse,0.00011193,8.885424785658607,150772.96033526998
CRYPTO:OMUSD,OM,MANTRA,0.42701,-1.9843366022829139,411456759.88604474
CRYPTO:OMAXUSD,OMAX,Omax Coin,0.00030283,-8.802626031440097,2624929.5284817005
CRYPTO:OMCUSD,OMC,omchain,0.00091995,-1.8384942060223248,
CRYPTO:OMEUSD,OME,o-mee,2.9139e-05,-7.569127346524594,2443.88793
CRYPTO:OMGUSD,OMG,OMG Network,0.2119,-0.916530278232414,29717999.888143636
CRYPTO:OMIUSD,OMI,ECOMI,0.00020357,-1.1604194989318357,55981895.004490145
CRYPTO:OMNUSD,OMN,Omega Network,0.00041608,17.8797064906366,
CRYPTO:OMNICUSD,OMNI,OmniCat,1.4879e-05,1.4039392080692386,681800.4170148789
CRYPTO:OMNINUSD,OMNI,Omni Network,3.1701,-1.3537906137184075,109268554.93912718
CRYPTO:OMNIAPUSD,OMNIA,OMNIA Protocol,0.037298,-3.3344675059543993,339966.309366
CRYPTO:OMNOMUSD,OMNOM,Doge Eat Doge,1.4998e-08,-6.850506179740388,4649380
CRYPTO:OMZUSD,OMZ,Open Meta City,0.041328,-2.6385224274406403,1207122.027552
CRYPTO:ONCUSD,ONC,One Cash,0.043998,-3.1499702832992025,
CRYPTO:ONDOUSD,ONDO,Ondo,1.0141,-1.8215289216161155,3203650945.1589
CRYPTO:ONDOAIUSD,ONDOAI,Ondo DeFAI,0.0011241,2.5451559934318526,1124100
CRYPTO:ONEDUSD,ONE,OneDex,0.071696,8.11756367529745,313428.814656
CRYPTO:ONEUSD,ONE,Harmony,0.015956,-0.635712059831732,232552343.8039469
CRYPTO:ONGUSD,ONG,Ontology Gas,0.22956,-0.7141620498614892,95004549.7692577
CRYPTO:ONSUSD,ONS,One Share,1.0791,-5.200737942545914,
CRYPTO:ONTUSD,ONT,Ontology,0.16793,-1.7839387026963776,153437281.12601
CRYPTO:ONXUSD,ONX,OnX Finance,0.010021,-8.332571114973021,
CRYPTO:OOEUSD,OOE,OpenOcean,0.0039868,-3.556050123373157,2011443.9856976003
CRYPTO:OOKIUSD,OOKI,Ooki Protocol,4.7768e-05,0.5028508910349518,655185.888
CRYPTO:OORT2USD,OORT,OORT,0.055597,-5.817282444817129,22067690.52126188
CRYPTO:OPUSD,OP,Optimism,0.81866,-3.7035291345077557,1356618492.8428402
CRYPTO:OPAUSD,OPA,OptionPanda,8.9046e-05,-1.9068706831025488,
CRYPTO:OPAIOUSD,OPAI,Optopia,0.00011949,4.797403964216804,788634
CRYPTO:OPCAT2USD,OPCAT,CAT,0.20179,-9.680736898587016,4237590
CRYPTO:OPNUSD,OPN,Open Source Network,0.0026589,5.532843818217901,71790.3
CRYPTO:OPNOUSD,OPN,OPEN Ticketing Ecosystem,0.00062847,2.475409300349664,5999353.27401645
CRYPTO:OPSUSD,OPS,Octopus Protocol,0.00063497,1.3167975483623844,16734.111124536925
CRYPTO:OPTIUSD,OPTI,Optimus AI,0.030158,21.482376636455193,2866063.690362
CRYPTO:OPULUSD,OPUL,Opulous,0.049564,21.84473179605683,18521353.412600037
CRYPTO:ORAIUSD,ORAI,Oraichain,3.6758,4.346098163340626,50813156.46
CRYPTO:ORAIXUSD,ORAIX,OraiDEX,0.0017099,-0.6045457187699715,155483.3939621
