symbol,name,close,change,volume,market_cap_basic
NYSE:HSY,HSY,170.9,0.4584998824359282,1228329,34625032131
OTC:HSYDF,HSYDF,26.25,-1.6853932584269637,25,2526906366.35022
AMEX:HTAB,HTAB,18.85,0.106213489113134,104891,
AMEX:HTAX,HTAX,24.0067,-0.013744273219504236,158,
NYSE:HTB,HTB,35.56,-0.1684446939921257,24689,624022040.9999999
NASDAQ:HTBK,HTBK,9.2,-1.0752688172043163,218191,566678736.9999999
OTC:HTCMY,HTCMY,59.305,-1.1879769402512597,137,6315549669.949767
NASDAQ:HTCO,HTCO,2.15,-9.282700421940936,164127,260020377
NASDAQ:HTCR,HTCR,0.615,2.9116465863453764,55269,13576329.795
NYSE:HTD,HTD,22.92,-0.21767522855897764,50203,812096856
OTC:HTDS,HTDS,1e-06,0,5625803,
AMEX:HTEC,HTEC,26.5002,-1.6814205257963706,2862,
NYSE:HTFB,HTFB,25,0.8471157724889103,800,
NYSE:HTFC,HTFC,24.27,-0.12345679012346147,792,
NYSE:HTGC,HTGC,17.48,-0.6253553155201786,1255216,3066448710.9999995
NYSE:HTH,HTH,30.26,-0.4605263157894639,234853,1941334895
OTC:HTHIF,HTHIF,26.7575,1.2104018912529562,71725,122199673374.0217
OTC:HTHIY,HTHIY,26.71,0.14998125234345386,300940,121710509325.99438
NASDAQ:HTHT,HTHT,37.59,2.1189894050529774,2765245,11039681945.7634
NASDAQ:HTLD,HTLD,8.46,1.1961722488038447,1102260,664360759
NASDAQ:HTLM,HTLM,3.7,2.493074792243776,4927,54343750
NASDAQ:HTO,HTO,53.09,-0.4313578394598591,166308,1814772568.9999998
NASDAQ:HTOO,HTOO,0.2726,0.9629629629629596,54562,6381425
OTC:HTPRF,HTPRF,0.0005,-85.29411764705883,10000,742782.06468
AMEX:HTRB,HTRB,33.45,0.149700598802408,63627,
OTC:HTROF,HTROF,2.6,-7.142857142857134,20000,526153162.7389778
OTC:HTSUF,HTSUF,32.3,17.39051426494638,100,2567829053.4980984
CBOE:HTUS,HTUS,36.76,-0.568028130916962,3630,
OTC:HTWSF,HTWSF,1.54,2.3255813953488467,2000,1622667088.2477877
NASDAQ:HTZ,HTZ,6.72,7.6923076923076845,14695555,2069098353
OTC:HUABF,HUABF,0.2721,18.20156385751521,500,878863101.6164682
NYSE:HUBB,HUBB,356.72,0.6063682770680076,465712,19039071413.999996
NASDAQ:HUBC,HUBC,2.68,-0.7407407407407414,272600,8163209
NASDAQ:HUBG,HUBG,33.23,0.30184123151220743,920343,2035878286.9999998
NYSE:HUBS,HUBS,603.05,-8.678599551759655,1797451,31803389679
NASDAQ:HUDI,HUDI,1.32,-5.707550539324227,11393,18848520
NASDAQ:HUHU,HUHU,4.915,0.3061224489795853,14012,104067319.98
OTC:HUIPF,HUIPF,0.0165,0,104,6361080
NASDAQ:HUIZ,HUIZ,2.25,6.6350710900474,77265,22699297
OTC:HULCF,HULCF,10.53,6.686930091185412,389,8025194888.304864
NYSE:HUM,HUM,249.53,-1.5077955397671179,1088225,30116642374
NASDAQ:HUMA,HUMA,1.19,-1.6528925619834725,2021776,184591386.99999997
OTC:HUML,HUML,0.0022,-44.99999999999999,579,597933.6000000001
OTC:HUMT,HUMT,0.0001,0,280,3715.6000000000004
NYSE:HUN,HUN,12.05,0.2495840266223056,3213661,2093634763.0000002
OTC:HUNGF,HUNGF,0.61481,6.386918151929399,4000,13769535044.20283
NASDAQ:HURA,HURA,3.99,1.5267175572519098,90742,174284785
NASDAQ:HURC,HURC,14.96,-2.0942408376963253,17457,97000494
NASDAQ:HURN,HURN,150.46,-1.1821883620123363,185867,2595139240
AMEX:HUSA,HUSA,0.634,-0.9993753903810059,111687,9945262
OTC:HUSIF,HUSIF,0.2609,-1.2490537471612302,2204,46002038.10684932
OTC:HUSQF,HUSQF,4.6917,4.0288248337028865,1012,2681040257.596405
AMEX:HUSV,HUSV,39.4991,-0.22683125825674338,20632,
NASDAQ:HUT,HUT,13.89,-1.976005645730412,8253692,1447617010.9782946
NYSE:HUYA,HUYA,3.62,-1.362397820163483,452044,815339507
AMEX:HVAC,HVAC,24.7736,0.5201782076979868,27,
OTC:HVBVF,HVBVF,1.585,-2.1604938271605025,5099,1572021300.996171
OTC:HVCW,HVCW,1e-06,0,300000,7704.7
OTC:HVGDF,HVGDF,0.0435,-3.3333333333333366,32552,2763830.5
NASDAQ:HVII,HVII,10,0.10010010010009797,466597,196900000
NASDAQ:HVIIU,HVIIU,10.2,0,101,269131004.935
OTC:HVLM,HVLM,26.6,0,600,23268005.313488375
OTC:HVRRF,HVRRF,319.37,-1.1422026868074036,1,38509129973.83629
OTC:HVRRY,HVRRY,52.71,-2.749077490774911,6276,38091697371.460464
NYSE:HVT,HVT,19.18,-1.0319917440660438,128015,310029173
NYSE:HVT.A,HVT.A,18.71,-5.6004036326942455,596,299697536.90674245
OTC:HWAIF,HWAIF,1.0578,0.12304779933744239,40491,309245049.290137
OTC:HWAL,HWAL,0.0833,3.2218091697645668,9750,12107966
OTC:HWAUF,HWAUF,0.1261,-4.469696969696982,30500,8917050.684848486
NASDAQ:HWAY,HWAY,25.7449,0.020979428504833527,2,
NASDAQ:HWBK,HWBK,28.33,-2.8130360205831915,10926,197538553
NASDAQ:HWC,HWC,54.68,-0.672116257947316,544125,4709471467
NASDAQ:HWCPZ,HWCPZ,24.53,-0.6480356419603084,11324,4709471467
OTC:HWDJF,HWDJF,10.6,-1.3035381750465602,1000,5799462540.940744
OTC:HWGG,HWGG,5.7,-4.9999999999999964,1006,140563537.99999997
NASDAQ:HWH,HWH,1.1,-5.172413793103434,40564,7124040
OTC:HWKE,HWKE,0.0868,-8.050847457627114,3000,755748
NASDAQ:HWKN,HWKN,119.6,0.17589412848646768,107515,2503108926
NYSE:HWM,HWM,157.41,-0.057142857142859306,2232699,63542337194.00001
AMEX:HWM/P,HWM/P,73.25,0,1142,63542337194
OTC:HWNI,HWNI,0.021,1.2048192771084347,198692,21097
NASDAQ:HWSM,HWSM,23.2952,1.0580748157370734,201,
OTC:HXGBF,HXGBF,9.5675,1.673751328374077,7807,25682786509.80581
OTC:HXGBY,HXGBY,9.64,1.9027484143763183,173994,25822256053.1456
NASDAQ:HXHX,HXHX,1.64,3.797468354430369,220308,14678000
NYSE:HXL,HXL,51.59,-0.5973025048169464,1022369,4148418226.0000005
OTC:HXPLF,HXPLF,8.816,1.1705301813174238,174,3036555036.9813337
NYSE:HY,HY,39.65,-2.2435897435897525,94922,702182413.0000001
NYSE:HYAC,HYAC,11.04,-0.09049773755657523,1673,262725503.99999997
NYSE:HYAC.U,HYAC.U,11.1301,0.4521660649819538,2950,343490850
AMEX:HYBB,HYBB,45.77,0.021853146853158034,6700,
NASDAQ:HYBI,HYBI,49.54,0.0605938194304204,7974,
CBOE:HYBL,HYBL,28,0.4664513814137029,720361,
NYSE:HYBX,HYBX,29.99,0.03335557038024686,7884,
CBOE:HYD,HYD,50.03,0,930794,
CBOE:HYDB,HYDB,46.22,0.1299826689774746,186872,
NASDAQ:HYDR,HYDR,17.59,1.3248847926267304,10885,
OTC:HYDTF,HYDTF,1.3135,-0.542153165841326,7176,32630071.646978017
AMEX:HYDW,HYDW,46.405,0.04096063467425161,4488,
OTC:HYEG,HYEG,0.0383,6.3888888888889,585,4174091
AMEX:HYEM,HYEM,19.34,0,69921,
OTC:HYEX,HYEX,3.35,0,120,10014510
AMEX:HYFI,HYFI,36.5601,-0.013400793108161462,17322,
NASDAQ:HYFM,HYFM,3.91,-6.904761904761905,29427,18181180
AMEX:HYG,HYG,78.55,0.06369426751591994,23971350,
AMEX:HYGH,HYGH,84.85,0.14162634249969352,20868,
AMEX:HYGI,HYGI,26.775,0.20583832335329236,1058,
OTC:HYGN,HYGN,0.0001,0,11100,36325.592000000004
AMEX:HYGV,HYGV,39.76,0.07550969041027218,249058,
CBOE:HYGW,HYGW,30.56,-0.1143977774146107,17227,
OTC:HYHDF,HYHDF,0.03686,22.86666666666666,2100,5150847.898545453
CBOE:HYHG,HYHG,63.8298,-0.0023499443063200293,5755,
OTC:HYHY,HYHY,0.0001,0,200,8901.136
NYSE:HYI,HYI,11.76,1.3793103448275874,56853,266563920
CBOE:HYIN,HYIN,16.89,0,14863,
CBOE:HYKE,HYKE,25.095,0.0973251537657654,3,
AMEX:HYLB,HYLB,35.98,0,1505303,
AMEX:HYLN,HYLN,1.63,-2.3952095808383254,702382,285629469
NASDAQ:HYLS,HYLS,41.07,0,91158,
AMEX:HYMB,HYMB,24.55,-0.1626677511183373,1190485,
NASDAQ:HYMC,HYMC,3.48,1.4577259475218607,160671,86942081
OTC:HYMTF,HYMTF,47,-8.649173955296408,5071,33713446405.3067
OTC:HYPMY,HYPMY,3.925,3.289473684210526,10070,2566586924.882
NASDAQ:HYPR,HYPR,0.7443,3.489988876529479,776587,57930596
OTC:HYREQ,HYREQ,1e-06,0,13152,32.1058
AMEX:HYRM,HYRM,22.9288,0.06022256164084579,3833,
AMEX:HYS,HYS,92.85,0.0430988040081802,73747,
AMEX:HYSA,HYSA,14.8048,0.006755022359120264,1947,
AMEX:HYSD,HYSD,19.95,0,2,
OTC:HYSNY,HYSNY,3.12,-0.9523809523809462,2448,1716952477.2259998
OTC:HYSR,HYSR,0.02215,-1.9911504424778719,3990692,120437048.00000001
NYSE:HYT,HYT,9.54,0.4210526315789384,620973,
AMEX:HYTI,HYTI,19.715,-0.27819929185634656,3767,
OTC:HYTLF,HYTLF,0.0298,-0.6666666666666626,58000,48691973.68484849
OTC:HYTNF,HYTNF,0.19,26.66666666666667,800,17272538.208333332
NYSE:HYTR,HYTR,21.27,-0.09394081728510838,31376,
AMEX:HYUP,HYUP,41.1514,0.1860012172854524,930,
NASDAQ:HYXF,HYXF,46.25,0.021626297577850367,6097,
CBOE:HYXU,HYXU,51.7266,0.28441311441083755,1909,
NASDAQ:HYZD,HYZD,21.96,0.36563071297989874,16556,
OTC:HZEN,HZEN,1.1,-9.090909090909081,267092,
OTC:HZLIF,HZLIF,0.062,-20.877998979070956,14575,1039224.098
OTC:HZNFF,HZNFF,0.13,0,14648,211289268.6666667
OTC:HZNOF,HZNOF,6.133,-0.11400651465797514,750,383172213.64468825
OTC:HZNSF,HZNSF,26.5961,29.528563775385958,500,
NYSE:HZO,HZO,21.58,-1.506161570059342,222536,463395972.99999994
OTC:HZRGF,HZRGF,0.255,13.333333333333334,1714,58784639.420454554
OTC:IAALF,IAALF,0.04896,-5.8461538461538485,10040,5565814.765714284
NASDAQ:IAC,IAC,37.02,0.6799020940984498,1617634,2955742570
NYSE:IAE,IAE,6.31,0.6379585326953754,29079,69526104
AMEX:IAF,IAF,4.25,1.1904761904761862,29411,117674425
OTC:IAFNF,IAFNF,96.28,0.4171881518564932,103,8961732130.89232
NYSE:IAG,IAG,7.01,2.3357664233576667,14878372,4031450719.026585
CBOE:IAGG,IAGG,50.68,0.1383125864453671,382732,
AMEX:IAI,IAI,147.29,0.29279586000270896,122778,
AMEX:IAK,IAK,134.84,0.11136684237879997,104571,
AMEX:IAPR,IAPR,28.2509,-0.03220099079971729,32145,
NASDAQ:IART,IART,12.25,-4.965089216446862,1542707,951975340
NASDAQ:IAS,IAS,7.72,-0.8985879332477572,1389653,1265890664
AMEX:IAT,IAT,45.75,-0.1963350785340388,420505,
AMEX:IAU,IAU,62.77,0.6897658004491494,4985276,
OTC:IAUFF,IAUFF,0.23015,-12.556990881458965,379,132493352.36271428
AMEX:IAUG,IAUG,26.2751,0.27439396714904823,991,
OTC:IAUGF,IAUGF,5.4217,6.6151456157945505,4670,12823858589.727165
OTC:IAUGY,IAUGY,27.2,4.853320997648511,666,12863725446.345911
AMEX:IAUM,IAUM,33.2,0.7281553398058312,886187,
AMEX:IAUX,IAUX,0.5401,-10.148061886541331,50666533,239458098.53986838
NASDAQ:IBAC,IBAC,10.36,0,5,163160572.39999998
NASDAQ:IBAT,IBAT,20.945,0.48840868964458806,6,
OTC:IBATF,IBATF,0.4945,-3.001176932130254,6900,134176843.10000001
NASDAQ:IBB,IBB,116.63,-2.1396207417352,2304562,
OTC:IBBCF,IBBCF,24.3221,2.236654056326187,12610,
NASDAQ:IBBQ,IBBQ,19.47,-1.9637462235649576,18714,
AMEX:IBCA,IBCA,24.99,-0.7514138654127341,8711,
NASDAQ:IBCP,IBCP,31.64,-0.7528230865746501,70986,655610517
AMEX:IBD,IBD,23.7,0.423728813559313,48228,
AMEX:IBDQ,IBDQ,25.12,0.03982477100757294,174283,
AMEX:IBDR,IBDR,24.14,0.04144218814754067,310376,
OTC:IBDRY,IBDRY,70.09,0.921526277897769,265212,110633568168.23297
AMEX:IBDS,IBDS,24.1,0,303081,
OTC:IBDSF,IBDSF,17.615,3.1323185011709618,10755,112067970111.44542
AMEX:IBDT,IBDT,25.16,0,225963,
AMEX:IBDU,IBDU,23.01,0,204635,
AMEX:IBDV,IBDV,21.59,0,199218,
AMEX:IBDW,IBDW,20.55,-0.09722897423431975,164791,
AMEX:IBDX,IBDX,24.7,0,96824,
AMEX:IBDY,IBDY,25.2,0.07942811755361229,128453,
AMEX:IBDZ,IBDZ,25.445,-0.05891594658287733,51763,
NASDAQ:IBEX,IBEX,30.55,19.05689789555729,759162,408526935
NASDAQ:IBG,IBG,0.81,-3.3297529538130957,109627,6755930.550000001
NASDAQ:IBGA,IBGA,24.49,0.16155088852987365,2050,
OTC:IBGAF,IBGAF,4.3937,1.816791416587497,79762,
NASDAQ:IBGB,IBGB,24.4397,0.10403738792428062,206,
NASDAQ:IBGK,IBGK,23.63,0.16192066735051922,5,
NASDAQ:IBGL,IBGL,24.3169,0.04237532192902695,6,
OTC:IBGR,IBGR,0.00955,-5.445544554455447,444593,2129.9999999999995
CBOE:IBHE,IBHE,23.18,0.04315925766075964,75133,
CBOE:IBHF,IBHF,23.125,0.1515807708964926,119114,
CBOE:IBHG,IBHG,22.22,-0.17969451931717292,24078,
CBOE:IBHH,IBHH,23.25,0.2587322121604084,14463,
CBOE:IBHI,IBHI,23.05,0.348280365694392,3869,
CBOE:IBHJ,IBHJ,25.8848,-0.05868725868725909,18,
CBOE:IBHK,IBHK,25.2084,0.07304485907105894,105,
CBOE:IBHL,IBHL,24.8634,0.035405920835568684,284,
AMEX:IBIB,IBIB,25.5,0.03923107100824466,7571,
AMEX:IBIC,IBIC,25.92,0.038595137012742434,20332,
AMEX:IBID,IBID,26.155,0.057383320581486486,11597,
OTC:IBIDF,IBIDF,30.32,22.505050505050505,1340,4232927565.916103
OTC:IBIDY,IBIDY,35.553,16.49082568807339,735,4613950240.822429
AMEX:IBIE,IBIE,26.1311,0.06203355172717998,26781,
AMEX:IBIF,IBIF,26.19,0.0764233855559785,5195,
AMEX:IBIG,IBIG,26.15,0.09569377990430078,6628,
AMEX:IBIH,IBIH,25.96,0.038535645472067684,7810,
AMEX:IBII,IBII,25.6443,0.13393205778993272,5794,
AMEX:IBIJ,IBIJ,25.6682,0.10998439937596811,2421,
AMEX:IBIK,IBIK,25.385,0.21673818895306352,4272,
AMEX:IBIL,IBIL,25.05,0.15993602558976067,2801,
NASDAQ:IBIO,IBIO,0.7733,-6.831325301204815,449214,12774359.999999998
NASDAQ:IBIT,IBIT,58.66,1.804928844151335,36492616,
OTC:IBITF,IBITF,8.46,-2.1965317919075087,700,268692518.1888
NASDAQ:IBKR,IBKR,185.6,0.6016586264838122,743084,78434986820.99998
AMEX:IBLC,IBLC,29.6259,0.8929392413081457,9951,
NYSE:IBM,IBM,249.2,-1.9438104981506248,2901346,231605616280
CBOE:IBMN,IBMN,26.7,0.11248593925758373,44031,
CBOE:IBMO,IBMO,25.51,0.058835065699158924,24547,
CBOE:IBMP,IBMP,25.1648,0.07874328892423957,68243,
CBOE:IBMQ,IBMQ,25.14,0.11947431302270464,52877,
CBOE:IBMR,IBMR,24.93,0.20096463022508324,36521,
CBOE:IBMS,IBMS,25.29,0.07914523149980046,24892,
CBOE:IBMT,IBMT,25.01,0.16059335439870592,1681,
NYSE:IBN,IBN,32.31,-0.06186204763376438,5439331,115732790398.23418
AMEX:IBND,IBND,30.95,0.519649236765184,326577,
AMEX:IBO,IBO,0.5495,10.452261306532662,1349232,6321423.2725
NASDAQ:IBOC,IBOC,63.17,-0.39419741406496367,111832,3925506063
OTC:IBOGF,IBOGF,0.0219,-4.782608695652176,4280,6018683.5600000005
NASDAQ:IBOT,IBOT,40.99,0.3749060286162809,4807,
NYSE:IBP,IBP,160.96,-1.051207967049843,390985,4444982694.999999
OTC:IBRLF,IBRLF,0.0239,82.44274809160305,129989,2617061.711
AMEX:IBRN,IBRN,21.2505,-0.3470186874252696,14,
NASDAQ:IBRX,IBRX,2.07,-0.956937799043063,6528774,1826942472
NYSE:IBTA,IBTA,48.29,1.067392214315609,359623,1425498721
NASDAQ:IBTF,IBTF,23.32,0.0858369098712428,397506,
NASDAQ:IBTG,IBTG,22.86,0,281561,
NASDAQ:IBTH,IBTH,22.39,0.08940545373267579,208366,
NASDAQ:IBTI,IBTI,22.205,0.022522522522518042,146642,
NASDAQ:IBTJ,IBTJ,21.715,0.023030861354210064,106086,
NASDAQ:IBTK,IBTK,19.6,0.10214504596528667,209467,
NASDAQ:IBTL,IBTL,20.2,0.04952947003466077,77430,
NASDAQ:IBTM,IBTM,22.7,0.08818342151675297,18861,
OTC:IBTN,IBTN,23.46,0.9032258064516167,1000,68151297
NASDAQ:IBTO,IBTO,24.15,0.16590626296142327,24188,
NASDAQ:IBTP,IBTP,25.333,0.0513428120063117,5853,
NASDAQ:IBTQ,IBTQ,24.936,0.06781946378480641,1958,
AMEX:IBUF,IBUF,27.16,0.11057869517140118,22530,
AMEX:IBUY,IBUY,64.62,-0.6151953245155206,7576,
OTC:IBXG,IBXG,1e-06,0,50000,
OTC:IBXXF,IBXXF,0.008,0,625,1610731.3333333335
OTC:ICABF,ICABF,0.003,0,632,21403871.111111112
NASDAQ:ICAD,ICAD,3.6,-2.1739130434782625,484219,98805126.99999999
OTC:ICAGY,ICAGY,7.8596,2.072727272727275,117237,18601880481.2031
AMEX:ICAP,ICAP,24.2307,0.2096774193548349,3449,
OTC:ICBU,ICBU,0.0004,-11.111111111111105,16460,1642428
NASDAQ:ICCC,ICCC,5.0738,-1.2879377431906491,5093,45635912.99999999
NASDAQ:ICCM,ICCM,1.03,0,290040,58266069
NASDAQ:ICCT,ICCT,1.78,-9.18367346938775,375654,3689979
NYSE:ICE,ICE,178.33,1.0540035133450523,3313538,102294764988
CBOE:ICF,ICF,61.59,0.6866110838646423,54283,
NASDAQ:ICFI,ICFI,86.6,-0.9606587374199491,225260,1594402586.9999998
NASDAQ:ICG,ICG,2.3,-5.737704918032792,16263,138024103
OTC:ICHDF,ICHDF,4.632,,4214,
OTC:ICHGF,ICHGF,112.31,12.175389532560924,130,17369170649.4237
NASDAQ:ICHR,ICHR,16.99,1.6148325358851652,485782,579696765
NYSE:ICL,ICL,6.91,1.0233918128655013,409427,8917099221
NASDAQ:ICLN,ICLN,12.18,1.8394648829431341,1592173,
CBOE:ICLO,ICLO,25.505,0.019607843137251002,50412,
NASDAQ:ICLR,ICLR,133.96,-3.264009243212003,1233572,10818189350
OTC:ICLTF,ICLTF,2.5947,-13.51,2300,58647358.75153846
NASDAQ:ICMB,ICMB,2.78,-0.7461887250526666,39768,40070920
OTC:ICMFF,ICMFF,0.0354,-24.0343347639485,100250,5221820.173333334
OTC:ICNB,ICNB,0.0001,0,4052,10794
OTC:ICNM,ICNM,0.0002,100,160555,22193
OTC:ICOA,ICOA,1e-06,0,205500,
AMEX:ICOI,ICOI,55.576,0.11691355422609445,278,
NASDAQ:ICON,ICON,1.89,1.069518716577529,44912,
NASDAQ:ICOP,ICOP,27.09,1.460674157303373,5260,
CBOE:ICOW,ICOW,32.18,0.9410288582183209,241179,
OTC:ICPLF,ICPLF,0.14568,20.39669421487604,5500,17082163.55156757
NYSE:ICR/PA,ICR/PA,19.025,1.466666666666659,661,68503998
OTC:ICRD,ICRD,0.000101,10000.000000000002,240,3623.274
CBOE:ICSH,ICSH,50.53,0.05940594059406166,1248009,
OTC:ICTEF,ICTEF,6.95,-0.14367816091953717,479,14031620715.324415
OTC:ICTSF,ICTSF,3.54,1.142857142857144,2184,132513989.90896551
OTC:ICTY,ICTY,0.0004,-20,9130358,911186
NASDAQ:ICU,ICU,1.245,0.40322580645162226,117060,12204826.999999998
NASDAQ:ICUI,ICUI,138.3,-3.1987121159095633,622763,3403830903
CBOE:ICVT,ICVT,86.32,0.06955715279386514,473492,
NYSE:IDA,IDA,114.97,1.1347642505277902,2427541,6210761532.000001
NASDAQ:IDAI,IDAI,2.33,0.43103448275863065,20092,5794830.999999999
AMEX:IDAT,IDAT,31.5266,0.10732611898592499,190,
OTC:IDCBF,IDCBF,0.6839,-5.013888888888892,23715,319273989700.5453
OTC:IDCBY,IDCBY,14,0.43041606886657463,20587,327796677163.5854
NASDAQ:IDCC,IDCC,211.96,-0.0047176487238717296,184899,5497550557
OTC:IDCN,IDCN,1e-06,0,177333,
NYSE:IDE,IDE,10.795,0.04633920296571624,39258,
OTC:IDEA,IDEA,0.01,-33.33333333333333,1000,397870
AMEX:IDEC,IDEC,28.885,0.26728686475979496,249,
AMEX:IDEV,IDEV,72.67,0.5117565698478624,745118,
OTC:IDEXF,IDEXF,53.82,4.581005586592182,2110,167510753897.4217
OTC:IDEXQ,IDEXQ,0.02,0,1677,401369
OTC:IDEXY,IDEXY,26.2,0.9244992295839694,158080,162405885148.1354
OTC:IDGAF,IDGAF,0.1272,0,100,34137757.08280255
OTC:IDGC,IDGC,1e-06,0,602000,18437
OTC:IDGR,IDGR,0.01,-8.59232175502742,178970,185169.15422885574
AMEX:IDGT,IDGT,77.4427,0.3883691477267547,1593,
AMEX:IDHQ,IDHQ,31.45,0.19114367633003732,55721,
OTC:IDIG,IDIG,0.084,121.05263157894738,1000,
OTC:IDKFF,IDKFF,0.088,0.45662100456620736,191,6132511.860869564
OTC:IDKOF,IDKOF,5.83,-20.680272108843532,896,7510166471.484335
OTC:IDLM,IDLM,0.0001,0,1000,6074.700000000001
AMEX:IDLV,IDLV,32.15,0.1869741352446094,96341,
AMEX:IDMO,IDMO,47.73,0.10486577181207457,287221,
NASDAQ:IDN,IDN,2.83,1.4336917562724028,50538,56079402.99999999
AMEX:IDNA,IDNA,19.16,-2.194997447677385,22690,
AMEX:IDOG,IDOG,32.74,0.8004926108374543,27588,
OTC:IDOWF,IDOWF,496.3262,0.1645372483228884,466,
AMEX:IDR,IDR,14.33,-0.9675190048375989,243323,201377650
OTC:IDRSF,IDRSF,1.5,50,1200,337123735.1794072
AMEX:IDRV,IDRV,30.33,1.3364517206815858,16593,
NYSE:IDT,IDT,55.44,3.4714445688689803,189517,1397945408
OTC:IDTA,IDTA,0.698616,-6.813925570228093,417,2826313
OTC:IDTCF,IDTCF,5.1113,0.46978810394308007,29000,
OTC:IDTEF,IDTEF,5.1566,-0.365182108008895,95140,
OTC:IDTFF,IDTFF,109.6851,0.08677799069258343,135,
OTC:IDTSF,IDTSF,108.7604,-2.566620142010685,179,
AMEX:IDU,IDU,103.21,0.14554628371821413,43574,
CBOE:IDUB,IDUB,21.55,0.6069094304388375,94346,
CBOE:IDV,IDV,32.74,0.8004926108374543,800589,
AMEX:IDVO,IDVO,32.34,0.5597014925373347,81459,
OTC:IDVV,IDVV,0.001,11.111111111111116,8440863,1369679
CBOE:IDVZ,IDVZ,27.9482,0.03829977628635322,9360,
OTC:IDWM,IDWM,0.37,-2.6315789473684235,653,10595651
AMEX:IDX,IDX,13.74,-0.07272727272727117,21172,
OTC:IDXG,IDXG,0.75,16.279069767441857,32579,3317320
NASDAQ:IDXX,IDXX,491.7,0.35103473611167196,668584,39543455676
NASDAQ:IDYA,IDYA,17.42,-4.180418041804169,1191762,1525677795
AMEX:IE,IE,6.71,4.192546583850925,800329,889681030.9999999
CBOE:IEDI,IEDI,52.19,-0.4007633587786276,2794,
NASDAQ:IEF,IEF,94.35,0.07424692405599616,3698699,
CBOE:IEFA,IEFA,79.9,0.5284348263714163,8175240,
OTC:IEGCF,IEGCF,0.115,18.06981519507187,490467,25835611.78125
OTC:IEHC,IEHC,8.75,2.941176470588235,2700,20853446.11940299
NASDAQ:IEI,IEI,117.78,0.059468184521287396,1006575,
AMEX:IEMG,IEMG,55.53,0.6525285481239794,8589064,
OTC:IEMIF,IEMIF,4.9475,-1.4442231075697172,10358,
OTC:IEMXF,IEMXF,72.6745,2.3649386228704463,1414,
OTC:IENT,IENT,0.01,-41.1764705882353,15000,405670
CBOE:IEO,IEO,85.1,1.2974645875490882,35498,
NASDAQ:IEP,IEP,8.75,2.4590163934426332,517888,4778253555.000001
OTC:IEQWF,IEQWF,6.1316,-0.28135113597554906,4540,
OTC:IERNF,IERNF,21.69,0.08952220981422283,1027,
NASDAQ:IESC,IESC,245.64,-1.983161086947858,87389,4877038708
OTC:IESFY,IESFY,121.36,1.141761813484461,13,5674634283.935635
OTC:IESVF,IESVF,0.1639,-0.18270401948844242,10000,72208066.80784313
CBOE:IETC,IETC,81.7,-0.2076462684744127,35999,
AMEX:IEUR,IEUR,63.51,0.5859993664871673,4464633,
NASDAQ:IEUS,IEUS,62.4,0.28929604628736694,5199,
AMEX:IEV,IEV,61.06,0.5765112831494011,266204,
NYSE:IEX,IEX,183.47,-0.639046845383161,383459,13860169518.000002
OTC:IEXA,IEXA,0.0001,0,356,222.10000000000002
AMEX:IEZ,IEZ,16.57,0.9750152346130417,67246,
OTC:IFABF,IFABF,0.695,-3.3379694019471517,10000,21058129.333333332
OTC:IFAN,IFAN,0.0003,199.99999999999997,600,236731.99999999997
OTC:IFBC,IFBC,0.00145,-14.705882352941178,397543,1654696
NASDAQ:IFBD,IFBD,1.51,25.833333333333343,1308977,12364746
OTC:IFCZF,IFCZF,214.12,-1.3165456794243358,17333,38186752476.408
AMEX:IFEB,IFEB,27.5902,0.2354189221591628,6927,
AMEX:IFED,IFED,40.6704,-0.43965728274173965,4,
NYSE:IFF,IFF,73.43,-0.8774298056155393,1856135,18782685055.000004
NASDAQ:IFGL,IFGL,21.55,0.32588454376164006,4020,
OTC:IFJPY,IFJPY,20.2365,-0.3618906942392872,4660,13481579191.5786
NYSE:IFN,IFN,15.63,0.32092426187420225,114578,623597925
OTC:IFNNF,IFNNF,34.75,0.7246376811594203,3782,45222798108.52806
OTC:IFNNY,IFNNY,35.53,1.543298085167188,719396,45954596225.477554
OTC:IFPJF,IFPJF,10.1608,0.2545633941785917,279,13245154333.847193
CBOE:IFRA,IFRA,46.83,0.17112299465240277,123406,
NASDAQ:IFRX,IFRX,1.61,1.8987341772151913,198874,108084566
NYSE:IFS,IFS,34.36,-0.5211349160393738,350647,3966783075.971181
OTC:IFSPF,IFSPF,9.99,2.4625893598908704,64127,514022829.08423334
OTC:IFSUF,IFSUF,12.14,-0.5121901249743905,4082,11311735794.606573
OTC:IFUS,IFUS,0.0607,-5.156250000000007,127336,34023721.82
NASDAQ:IFV,IFV,21.1116,1.109195402298852,2759,
OTC:IFXY,IFXY,0.0004,100,6929909,2212358
AMEX:IG,IG,20.2515,-0.15924037902167903,32460,
NYSE:IGA,IGA,9.7,0.3102378490175735,31064,176533210
AMEX:IGBH,IGBH,23.5621,-0.24513124470787492,20311,
OTC:IGBSF,IGBSF,6.6801,1.5212765957446854,1519,
AMEX:IGC,IGC,0.297949,0.38712938005391206,107407,23742114
NYSE:IGCB,IGCB,45.37,-0.04406256884777071,28,
OTC:IGCHF,IGCHF,6.05,2.006407013994264,3348,
OTC:IGCRF,IGCRF,0.1448,-13.033033033033032,3500,
NYSE:IGD,IGD,5.59,-0.533807829181499,96724,440874915
OTC:IGDFF,IGDFF,0.77,-5.393783020027023,170,75673398.18181819
